max_log_abs_mdot_donor,max_rel_RL,max_rel_RL_time,result,CE_flag,M_1f(Msun),M_2f(Msun),m1_f,Porb_f(d),tmerge(Gyr),e_post,a_post,a_pre,log_L_1,log_T_1,He_core_1(Msun),C_core_1(Msun),O_core_1(Msun)log_L_2,log_T_2,He_core_2(Msun),C_core_2(Msun),max_log_mdot_donor,surface_h1,surface_he4,m1,m2,initial_period_in_days,O_core_1(Msun)
-2.462333126764851,0.2795045832554495,9651033.688407425,wide_binary,0,8.480522292861576,29.313322419023724,1.4,362.72029591695593,74149828.98657161,0.23053586311052846,933.2256357915514,718.0836583674745,5.399100722805088,4.179371440910971,8.243093753227674,4.954386575132123,-,-,-,-,-,0.3378665173024901,0.6484035345726592,20.0000,29.0000,79.4300,8.031830905091942
-2.3446003015643635,0.010757317907495345,9651262.234490411,wide_binary,0,9.20432136758004,35.434871070184094,1.4,4978.820205067338,64669899785.11201,0.21187318268903108,5521.3729164491415,4351.542063828043,5.428876208466557,3.9859849449623255,8.71245130240735,5.193261170065745,-,-,-,-,-,0.3564333037822876,0.6298246418784003,20.0000,35.0000,1412.5400,8.54883341462717
-1.2915642616479515,0.07499888684442424,9665791.45203641,wide_binary,0,9.249274197773733,11.139485661699606,1.4,3610.844484486404,363111759104.1425,0.6259646056894042,7232.307333958965,2705.1389254327555,5.4135883462955,3.8008125980204364,8.427107101746993,4.985522745269166,-,-,-,-,-,0.37203375746310596,0.6141862787851065,20.0000,11.0000,2511.8900,8.162890380400533
-7.391151874043729,0.27303905117777266,1128.5496206897596,ZAMS_RLOF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,9.0000,0.7900,
-1.7749658480535397,0.3287884057447333,9653278.089495502,wide_binary,0,6.841613857135237,3.0260126955797793,1.4,1.3646510027570355,10000000000.0,1.2294618726624376,-48.38323258901417,11.102107155337471,5.298581880963595,4.965020442539517,6.841613857135237,4.503202750636398,-,-,-,-,-,1.5451037948921533e-17,0.9863966503040219,20.0000,3.0000,794.3300,6.52565178327087
-2.480693710401893,0.22995211226605938,9650538.988838835,wide_binary,0,7.862292698214123,11.12710194580267,1.4,41.447077825422475,1517632.2201977526,0.515864940364709,277.6642058061621,134.42697683655206,5.372393757984996,4.97454031973611,7.862292698214123,4.9405323595054345,-,-,-,-,-,2.661210559461483e-09,0.9863951635741818,20.0000,11.0000,25.1200,7.5468180140142795
-7.391152036476487,0.3871398871457857,1128.549671891618,ZAMS_RLOF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,31.0000,0.7900,
1.727309590329992e-05,2.577264793646291,9652698.975158108,CE_merger,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,3.0000,1412.5400,
1.0899214757835106e-11,1.5676999325206882,7614150.769809545,CE_merger,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,5.0000,2.5100,
-2.594422782646251,0.2552735623122922,9651207.916416194,wide_binary,0,8.467935002464243,33.58803611081969,1.4,131.93466109147658,4000947.2107397206,0.2020100522383576,475.1577886512146,379.17113894432015,5.397804070320798,4.145646843296796,8.206943680612078,4.9425773770407915,-,-,-,-,-,0.3484282792891069,0.6378446174292061,20.0000,33.0000,25.1200,7.973640203152405
-2.585868561924955,0.2423684142124291,9651269.211696036,wide_binary,0,8.573198921243625,35.632425184335204,1.4,231.87876123182372,16640684.449141582,0.19370049046309584,696.3435248667091,561.4614425692268,5.401395879374455,4.018783079753993,8.216726084381689,4.789649600845929,-,-,-,-,-,0.37428210125335126,0.6119216681968277,20.0000,35.0000,44.6700,8.074731988264764
-2.3194285838061175,0.06882438809403514,9651401.779829955,wide_binary,0,8.93205406432741,33.28440015741161,1.4,1935.4143058401405,5563953464.165094,0.21715970379028998,2906.186564074548,2275.079950660798,5.411208186407893,3.931743979705957,8.422328209383338,5.0386358300559175,-,-,-,-,-,0.3481124057745511,0.638145335247608,20.0000,33.0000,446.6800,8.176423935843884
-2.87911517044766,0.136633278723345,10188708.888582466,error,0,8.694981125828088,25.594620609316387,1.4,11.237053473994672,-,-,-,68.57132783152049,-,-,5.523457693688325,0.0,-,-,-,-,-,-,-,20.0000,23.0000,2.5100,0.0
-2.1985646510782186,0.2273979859131227,9650435.613960285,wide_binary,0,8.093534933889227,13.058364808798046,1.4,539.709829342946,1018908799.7632946,0.4629524169853665,1436.1419199326285,771.2765469658136,5.391352708923903,4.984700875321557,8.093534933889227,5.059062100770512,-,-,-,-,-,1.208925354713737e-10,0.9863954776840023,20.0000,13.0000,251.1900,7.9631630741232335
-2.6213249236379763,0.23586060309541512,9651292.11226165,wide_binary,0,8.319995030663074,27.486738735775553,1.4,117.99903021070678,4039483.9983479287,0.23955611929611326,438.6924285354669,333.60097279092315,5.391897045749407,4.392260163887059,8.128324787726822,4.899120754431874,-,-,-,-,-,0.3270512685726587,0.6592593890229818,20.0000,27.0000,25.1200,7.934910141917625
-2.2432200422290443,0.22364688343525624,9650872.492616205,wide_binary,0,7.622004141959853,5.0643827988131065,1.4,8.282625087813075,609448.8036027702,0.9625055222754205,1071.2992288278328,40.167805071644395,5.35024968962767,4.941557157472452,7.605041607520122,4.6604763936973095,-,-,-,-,-,0.000677534998711709,0.9857127023471993,20.0000,5.0000,79.4300,7.279089565723215
-3.077429699017694,0.12550582534608498,9857350.0222971,error,0,9.66100747110712,17.877778284319305,1.4,11.631761012803837,-,-,-,65.2226875303575,-,-,5.835178987360896,0.0,-,-,-,-,-,-,-,20.0000,17.0000,4.4700,0.0
-2.685034631430855,0.20853486661657955,9650902.69692332,wide_binary,0,8.022087324468368,25.505427144027983,1.4,67.40067115643313,983489.0723318906,0.24612459371187556,298.03262323671566,224.67946492969455,5.386122137320888,4.96818762978261,8.022087324468368,4.968651350606501,-,-,-,-,-,9.825581291116236e-08,0.9863944854435911,20.0000,25.0000,14.1300,7.789042370469712
-3.2258076000799885,-0.007301465059448559,9656955.067296956,wide_binary,0,9.298286216132793,23.511752825814842,1.4,6465.967871641143,274147230811.73663,0.31705060143131236,6844.728049499909,4674.602904772189,5.414592249009447,3.80158015951132,8.487850854076646,5.026380067625517,-,-,-,-,-,0.38387520117499585,0.602334224271225,20.0000,23.0000,2511.8900,8.2339617481659
-2.430978753725523,0.06601573546450833,9651694.784043789,wide_binary,0,9.137296452265513,35.35721795767783,1.4,1884.45351397856,4824391606.531135,0.2104973358205239,2880.883019078192,2274.4648187516455,5.408142196027243,3.8115976024894875,8.381788083308734,4.99982591569353,-,-,-,-,-,0.3720981269262588,0.6141271736714555,20.0000,35.0000,446.6800,8.169192762455152
-2.9908460367800718,0.14002322252703267,9824994.978560373,error,0,9.599668772192022,30.552127353110393,1.4,19.52834101619635,-,-,-,104.47170280576312,-,-,5.971223400219471,0.0,-,-,-,-,-,-,-,20.0000,29.0000,4.4700,0.0
-2.45891150488132,0.24834830982895786,9651204.142576898,wide_binary,0,8.00961726738422,11.116619525832734,1.4,71.96109882056639,6962935.901461223,0.5280672831624229,412.4598963424335,194.65331946743007,5.382123374883514,4.955159003635921,7.9991841495167035,4.878670579081627,-,-,-,-,-,0.00030971719385856786,0.986080969187054,20.0000,11.0000,44.6700,7.711641611745016
-3.0584954251703107,0.14707660849535859,11430368.499831894,error,0,6.6307689665903595,43.8776843579164,1.4,16.637758434767274,-,-,-,101.35332798096907,-,-,4.685396987293779,0.0,-,-,-,-,-,-,-,20.0000,35.0000,1.4100,0.0
3.628584890215376e-10,6.768775459612169,9648350.783765486,CE_merger,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,3.0000,25.1200,
-2.3546022561119844,0.00972600472698363,9653621.543397399,wide_binary,0,9.358556796147392,33.504955723072854,1.4,4677.907098174994,61220414091.65672,0.22800650025997957,5334.619537709025,4118.29160669748,5.41908102727243,3.7962211397378796,8.52066916228809,5.044763711268684,-,-,-,-,-,0.38596215355185376,0.6002493488263463,20.0000,33.0000,1412.5400,8.26539095758138
-2.6185940598452513,0.23785637598828235,9651182.35928992,wide_binary,0,8.31669581754419,23.364314625065123,1.4,105.15138166088938,3962493.30308918,0.27930091836838034,411.50565642582603,296.5717486723098,5.397599579502169,4.554632635785901,8.161489072588543,4.926217236763624,-,-,-,-,-,0.28133257896382363,0.7050272449454449,20.0000,23.0000,25.1200,7.934910141916332
-2.3868871775382634,0.14459152091331118,9651281.748239523,wide_binary,0,8.611300152827656,27.204534613841382,1.4,1021.5143972283391,1359759532.9722004,0.2521033902554107,1880.7593808713655,1406.6135646990274,5.4058047939388745,4.15291336874541,8.337809117458068,5.024337440553029,-,-,-,-,-,0.338269396342776,0.6479886148776948,20.0000,27.0000,251.1900,8.11196664270103
-2.9079974523261503,0.13579706018939275,10274388.81708767,error,0,8.193093608158698,19.103819396842535,1.4,9.544010918418858,-,-,-,56.996113705498736,-,-,5.4228752933126,0.0,-,-,-,-,-,-,-,20.0000,17.0000,2.5100,0.0
-2.4371816850913666,0.28415838760396617,9651600.251537856,wide_binary,0,8.229966956734957,11.100425015960077,1.4,125.1917040413331,32978848.504022215,0.5463787789626918,622.908138051242,282.56435017688045,5.389003538863952,4.494593590394029,8.063497776182004,4.859792786739109,-,-,-,-,-,0.30392047881869083,0.682423768333502,20.0000,11.0000,79.4300,7.8274552086304
-2.5980629333054406,0.21119322075064825,9650268.494603466,wide_binary,0,7.655917846470574,17.280586748900436,1.4,47.84648415167104,761123.8180106853,0.3348887232805362,243.55909346604736,161.99389961183795,5.366936672451265,4.983904635552682,7.655917846470574,4.886850649221211,-,-,-,-,-,2.4410380384635143e-17,0.9863960377491722,20.0000,17.0000,14.1300,7.394913936968008
-2.4268326589164944,0.06405010246948203,9652154.44169754,wide_binary,0,9.09060785219997,29.29496818596032,1.4,1768.7606372131445,5550125187.301279,0.25054946483761487,2769.571217261715,2075.656630947131,5.407344612953043,3.8076962774222145,8.335174432865596,4.954847482244847,-,-,-,-,-,0.37373891919903046,0.6124750622868733,20.0000,29.0000,446.6800,8.206070251700647
-2.9924367457137477,0.13693272229331094,9833167.50713152,error,0,9.592288703494892,26.335629159749494,1.4,17.560207479598905,-,-,-,93.78870924994031,-,-,5.947069583580926,0.0,-,-,-,-,-,-,-,20.0000,25.0000,4.4700,0.0
-3.264359588653265,-0.00814523966602407,9656468.950811196,wide_binary,0,9.591097716307457,27.649012156367473,1.4,6638.146908163706,225777497305.4211,0.28197508652672004,6911.12622305504,4962.360808312011,5.417221146332803,3.759243131684776,8.507044991441076,5.020252186405202,-,-,-,-,-,0.39448296615571343,0.5917158444517105,20.0000,27.0000,2511.8900,8.263772200722387
-1.7132136110655025,0.031507837609819955,9655432.571363583,wide_binary,0,9.393655648766051,13.173339743700408,1.4,4408.078656326995,393092041046.51483,0.5485122689341991,7079.43009705405,3196.2758317578764,5.424426547039451,3.8204485807533293,8.607680673578756,5.103489239583489,-,-,-,-,-,0.3794076638502277,0.6068212573604082,20.0000,13.0000,2511.8900,8.363374243755326
-2.297652925474488,0.07929664719541932,9652392.079600783,wide_binary,0,8.585772755742735,9.051707691303424,1.4,777.7009319509907,9270658981.265198,0.6875214049204434,2963.833268975442,926.1344559394955,5.40719967851406,4.152147830082145,8.317976601587379,5.001868542768171,-,-,-,-,-,0.3387772783226614,0.6474893407494547,20.0000,9.0000,794.3300,8.183710312425484
-2.4420449332007865,0.02540525585270395,9652072.476446489,wide_binary,0,9.249548972595916,23.267882510446597,1.4,2506.5826196841986,22171769125.294224,0.31820927350662187,3634.3698259830685,2477.879644002609,5.408035121608522,3.786462803917732,8.393885163268104,4.958937517317782,-,-,-,-,-,0.3791193096431428,0.6070887331742933,20.0000,23.0000,794.3300,8.223247686896014
-2.3442462915861997,0.04652435883568938,9652265.889987882,wide_binary,0,8.868841411333376,11.081118158830689,1.4,1154.8128514744278,15450729037.743017,0.598411241387775,3127.4735500572406,1255.9582205600552,5.4079085053655,3.925701289403175,8.37350764602518,5.003911169837196,-,-,-,-,-,0.35412312367155047,0.6321078566204381,20.0000,11.0000,794.3300,8.124352982509372
-2.3592059692870664,0.23183056208479896,9650500.89777557,wide_binary,0,7.930852181237097,9.057753614014446,1.4,46.13313058165396,3725644.0127657508,0.6244985703703227,370.48422155479875,139.117354849065,5.378277056603742,4.978004678477929,7.930852181237097,4.979041254189053,-,-,-,-,-,1.959657690386104e-09,0.9863951478667348,20.0000,9.0000,44.6700,7.746516854611836
-2.4772755269718227,0.2368409940710408,9651426.369639453,wide_binary,0,8.802701020716208,21.199800416538118,1.4,497.3551237048035,329623329.956962,0.3275560351983923,1220.3776156854697,820.63556244667,5.403600793631853,3.9101535285450955,8.30662719104467,4.980921455813601,-,-,-,-,-,0.3640394805564051,0.6221851057989383,20.0000,21.0000,141.2500,8.035037083579805
1.0502191495447388e-10,3.859399170145033,9501462.088080648,CE_merger,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,3.0000,7.9400,
-2.2832062773479747,0.0916111077056953,9651362.15733055,wide_binary,0,8.47488980197337,17.103743847690254,1.4,1292.088263301263,6164734851.748692,0.3823490997394292,2380.8439824410343,1470.5304291346677,5.409472237926034,4.5572949383149055,8.316007826288502,5.010039051051399,-,-,-,-,-,0.2756028080800186,0.710754940010404,20.0000,17.0000,446.6800,8.05880718874451
-2.9704901108078823,-0.003012798059581974,9654853.659533238,wide_binary,0,9.400303042306819,25.52495162772843,1.4,6624.734814355768,253489150108.52637,0.2971334230390136,6901.435201563658,4850.788136241102,5.422672486308561,3.798349829711109,8.57556655658326,5.065189981987305,-,-,-,-,-,0.39477763862617593,0.5914351537746202,20.0000,25.0000,2511.8900,8.37171258619404
-2.1485198206025635,0.30489906515255877,9650672.841326587,wide_binary,0,7.831980279357519,5.023475235171015,1.4,28.97607830199094,10000000000.0,1.001324056507595,-70221.3468196031,92.9770312285745,5.371537079893609,4.979564378227176,7.831980279357519,4.946798520979444,-,-,-,-,-,7.295019773309528e-11,0.9863954165101403,20.0000,5.0000,251.1900,7.653540825643032
-2.406955441907302,0.22841397102863492,9650971.416224819,wide_binary,0,8.633416821318693,25.211375128373554,1.4,579.7704876982423,345267289.0278226,0.2718167244805882,1299.4136755517861,946.2113065180182,5.405294163361725,4.14908433435102,8.34461297326893,5.026380067625498,-,-,-,-,-,0.33432002347683804,0.6519423150897515,20.0000,25.0000,141.2500,8.11687758930418
6.276614614256679e-12,1.2042245510324585,4468517.899635129,CE_merger,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,3.0000,1.4100,
-2.4930057409310504,0.2800586435651616,9651053.584122779,wide_binary,0,8.588336204128172,23.26310899664041,1.4,307.29532521177384,73191859.05925004,0.2914610726939319,857.1103675288767,607.2960603918202,5.39919651329722,4.083140731906275,8.245235564069398,4.956388921237782,-,-,-,-,-,0.35911444552630584,0.627126559025403,20.0000,23.0000,79.4300,8.005906262634584
-2.55381446475459,0.13716499718196867,9651613.962901702,wide_binary,0,8.937364135375923,35.390410214998056,1.4,1149.0871304147224,1256298671.4866135,0.20487306587038895,2054.3649564459374,1633.48090940217,5.398832035195484,3.8118400694968426,8.253759470086234,4.907300824571403,-,-,-,-,-,0.3870059069867864,0.599179585696592,20.0000,35.0000,251.1900,7.965282044041998
-3.0584124708492735,0.14903094351256913,11570114.457440183,error,0,6.457595014695241,37.32747844627529,1.4,15.843948802694996,-,-,-,93.54152124496724,-,-,4.5622714688280315,0.0,-,-,-,-,-,-,-,20.0000,29.0000,1.4100,0.0
-2.6016982285505423,0.25643980196027416,10355993.611008244,wide_binary,0,8.5234005834523,27.463113205035867,1.4,219.83275326299727,21941969.83191363,0.2467994541285118,671.7139165390427,505.9352886066821,5.414152438582019,4.028463394712113,8.190348531354418,4.705198410354312,-,-,-,-,-,0.38467730941794676,0.6015295628176031,20.0000,27.0000,44.6700,7.9516264601362066
-3.0230470498897652,0.12467005416942134,10437157.226988519,error,0,7.5209676051365,14.672005921677739,1.4,7.05709491679698,-,-,-,43.49866397082719,-,-,5.193771101933642,0.0,-,-,-,-,-,-,-,20.0000,13.0000,2.5100,0.0
-2.401559669430768,0.19038140949297705,9649604.100397268,error,0,9.399906550866993,9.064534520722297,1.4,12.439815213780436,-,-,-,59.70006290578934,-,-,7.047679165192354,0.0,-,-,-,-,-,-,-,20.0000,9.0000,14.1300,0.0
-7.391152013955164,0.3735041031994723,1128.5495517639802,ZAMS_RLOF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,25.0000,0.7900,
-2.2569047213709514,0.15380967061751508,9650361.72941986,wide_binary,0,8.31659278835845,29.1726826733405,1.4,1125.276556652571,1493639917.429597,0.22623440874522138,1968.728812855949,1523.3346138998022,5.404537267784595,4.971978514283749,8.31659278835845,5.099914642203764,-,-,-,-,-,3.892438685424797e-06,0.9863892638045073,20.0000,29.0000,251.1900,8.064427706222672
-2.4258507682293704,0.2688906304225778,9650985.459170258,wide_binary,0,8.19999077741311,9.083207144100792,1.4,79.76965074809956,17836575.313556153,0.6486555768612915,573.7026788305966,201.56723674686782,5.385409494263111,4.471653276588778,8.030081953793506,4.83922889227966,-,-,-,-,-,0.3140820321206893,0.6722517039056093,20.0000,9.0000,79.4300,7.752847174490791
-2.401182092982287,0.02364612814107805,9653381.357450308,wide_binary,0,9.25472717334994,21.28128555212659,1.4,2293.7436365241792,21003894432.06964,0.34630872907525656,3498.765124158052,2287.1122206780447,5.401083274287749,3.7627020652019456,8.290182126789547,4.9016770263467695,-,-,-,-,-,0.3896907878855703,0.5964933455048774,20.0000,21.0000,794.3300,8.034919989465681
-2.3375043549267236,0.030220929560345375,9652687.669127855,wide_binary,0,9.290750948962545,17.17431179583198,1.4,2003.1486995887108,23687426080.723167,0.42482063592435243,3463.776966890249,1992.2930331158088,5.405699694518114,3.7689955376397677,8.325156840908564,4.953313719097125,-,-,-,-,-,0.3770488996992998,0.6091518125121674,20.0000,17.0000,794.3300,8.048268718473944
-7.391151935928929,0.3298402631046436,1128.5495526718078,ZAMS_RLOF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,15.0000,0.7900,
-2.5811900320415173,0.2380171382302688,9651022.691681094,wide_binary,0,8.589866777837369,25.37408162669554,1.4,186.77512464489425,16523636.623949984,0.2685383154531279,608.6214853116217,445.1832968974582,5.3987417289347395,4.044605798362132,8.233495919415251,4.956381245395877,-,-,-,-,-,0.3659978879679349,0.6202309276972976,20.0000,25.0000,44.6700,7.983646449973594
-7.3911518513680425,0.24195340009868477,1128.5495281352605,ZAMS_RLOF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,7.0000,0.7900,
-2.30802245835491,0.148180411654737,9650321.658164138,wide_binary,0,8.372722219247368,33.217730168312876,1.4,1160.9530305168728,1326811378.9787736,0.20142054910433715,2016.2434261417382,1610.1305681202596,5.408808218390472,4.9715868986277165,8.372722219247368,5.097872015135752,-,-,-,-,-,1.8975610447178467e-05,0.986373474722066,20.0000,33.0000,251.1900,8.203915793732643
-4.8347448673606594,-0.16873932742958034,9673647.970857818,wide_binary,0,9.854366283436752,3.087989388861923,1.4,7095.343331789622,10000000000.0,1.8837759074070888,-4126.970293849222,3647.316916288695,5.412402050442302,3.730912722417768,8.46090481038775,5.034550575912429,-,-,-,-,-,0.4103983992210053,0.5757899296345421,20.0000,3.0000,2511.8900,8.160438091728478
-2.3527212602995733,0.07315673742836287,9651645.652187463,wide_binary,0,8.644559618736574,27.207658959880284,1.4,1794.277222080964,6137864392.942895,0.25323846417829726,2743.067838327094,2048.4175518122597,5.406651536809831,4.1401425710239526,8.33760644941265,5.03046532176924,-,-,-,-,-,0.3361111479351416,0.6501428421885493,20.0000,27.0000,446.6800,8.115703463529641
-7.391152002365537,0.36743890096845716,1128.5495698905713,ZAMS_RLOF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,23.0000,0.7900,
1.7309283863498726e-05,0.9729211493503682,9652443.725232722,CE_ejection,1,8.266955772652885,5.028579640100066,1.4,88.61896062956826,10000000000.0,1.0681917557368859,-2905.190531270072,198.1100430774827,5.3959893267635275,4.743865079114748,8.139249177269152,4.8948979905537575,-,-,-,-,-,0.21933397586578393,0.7670467990032875,20.0000,5.0000,1412.5400,7.968934173662736
